FID,NAME,TYPE,HEIGHT,SHAPE_Leng,SHAPE_Area,ORIG_FID,POINT_X,POINT_Y
309, , ,0,41.909800000499999,109.550144442000000,42,534050.042299999970000,3379271.043300000000000
310, , ,0,41.909800000499999,109.550144442000000,42,534050.042299999970000,3379281.997000000000000
311, , ,0,41.909800000499999,109.550144442000000,42,534060.043500000030000,3379281.997000000000000
312, , ,0,41.909800000499999,109.550144442000000,42,534060.043500000030000,3379271.043300000000000
313, , ,0,41.909800000499999,109.550144442000000,42,534050.042299999970000,3379271.043300000000000
314, , ,0,144.760118121000000,664.040755088999960,43,534045.121000000040000,3379238.499400000100000
315, , ,0,144.760118121000000,664.040755088999960,43,534044.982100000020000,3379249.278400000200000
316, , ,0,144.760118121000000,664.040755088999960,43,534106.577200000060000,3379250.072100000000000
317, , ,0,144.760118121000000,664.040755088999960,43,534106.716099999960000,3379239.293200000200000
318, , ,0,144.760118121000000,664.040755088999960,43,534045.121000000040000,3379238.499400000100000
319, , ,0,91.276656752799994,426.204825804000000,44,534045.008599999940000,3379214.819199999800000
320, , ,0,91.276656752799994,426.204825804000000,44,534045.140900000000000,3379227.916100000000000
321, , ,0,91.276656752799994,426.204825804000000,44,534077.680000000050000,3379227.587400000100000
322, , ,0,91.276656752799994,426.204825804000000,44,534077.547700000000000,3379214.490499999800000
323, , ,0,91.276656752799994,426.204825804000000,44,534045.008599999940000,3379214.819199999800000
324, , ,0,74.881544016299998,320.306993068999990,45,534084.960700000050000,3379214.951500000000000
325, , ,0,74.881544016299998,320.306993068999990,45,534084.828400000000000,3379228.180699999900000
326, , ,0,74.881544016299998,320.306993068999990,45,534109.038100000010000,3379228.422799999800000
327, , ,0,74.881544016299998,320.306993068999990,45,534109.170399999940000,3379215.193599999900000
328, , ,0,74.881544016299998,320.306993068999990,45,534084.960700000050000,3379214.951500000000000
329, , ,4,198.323753025999990,1360.409940190000000,46,533983.360499999950000,3379222.624400000100000
330, , ,4,198.323753025999990,1360.409940190000000,46,533982.963699999960000,3379248.289100000200000
331, , ,4,198.323753025999990,1360.409940190000000,46,533998.574099999970000,3379248.421300000000000
332, , ,4,198.323753025999990,1360.409940190000000,46,533998.838699999960000,3379236.647400000100000
333, , ,4,198.323753025999990,1360.409940190000000,46,534015.110600000010000,3379236.515100000000000
334, , ,4,198.323753025999990,1360.409940190000000,46,534014.846000000020000,3379256.094300000000000
335, , ,4,198.323753025999990,1360.409940190000000,46,534036.806499999950000,3379256.491200000000000
336, , ,4,198.323753025999990,1360.409940190000000,46,534037.335599999990000,3379223.021300000100000
337, , ,4,198.323753025999990,1360.409940190000000,46,533983.360499999950000,3379222.624400000100000
338, , ,3,128.900353886999990,599.043139849999990,47,533910.363999999940000,3379218.843100000200000
339, , ,3,128.900353886999990,599.043139849999990,47,533910.196000000000000,3379230.104700000000000
340, , ,3,128.900353886999990,599.043139849999990,47,533963.377300000050000,3379230.898500000100000
341, , ,3,128.900353886999990,599.043139849999990,47,533963.545399999940000,3379219.636800000000000
342, , ,3,128.900353886999990,599.043139849999990,47,533910.363999999940000,3379218.843100000200000
343, , ,3,53.975200001200001,159.401232196000000,48,533882.424000000000000,3379229.003099999900000
344, , ,3,53.975200001200001,159.401232196000000,48,533900.680300000010000,3379229.003099999900000
345, , ,3,53.975200001200001,159.401232196000000,48,533900.680300000010000,3379220.271800000200000
346, , ,3,53.975200001200001,159.401232196000000,48,533882.424000000000000,3379220.271800000200000
347, , ,3,53.975200001200001,159.401232196000000,48,533882.424000000000000,3379229.003099999900000
348, , ,2,50.382875460400001,149.270810318000000,49,533858.876000000050000,3379214.292200000000000
349, , ,2,50.382875460400001,149.270810318000000,49,533855.213899999970000,3379223.093599999800000
350, , ,2,50.382875460400001,149.270810318000000,49,533869.670999999970000,3379229.108899999900000
351, , ,2,50.382875460400001,149.270810318000000,49,533873.333100000050000,3379220.307599999900000
352, , ,2,50.382875460400001,149.270810318000000,49,533858.876000000050000,3379214.292200000000000
353, , ,2,61.116665724100002,230.251110387000010,50,533835.963100000050000,3379219.266400000100000
354, , ,2,61.116665724100002,230.251110387000010,50,533847.647699999970000,3379226.007600000100000
355, , ,2,61.116665724100002,230.251110387000010,50,533856.177299999980000,3379211.223100000100000
356, , ,2,61.116665724100002,230.251110387000010,50,533844.492600000000000,3379204.481900000000000
357, , ,2,61.116665724100002,230.251110387000010,50,533835.963100000050000,3379219.266400000100000
358, , ,2,53.871664805199998,179.983261432000010,51,533833.962100000000000,3379203.108599999900000
359, , ,2,53.871664805199998,179.983261432000010,51,533822.515800000050000,3379198.649799999800000
360, , ,2,53.871664805199998,179.983261432000010,51,533817.197700000020000,3379212.302399999900000
361, , ,2,53.871664805199998,179.983261432000010,51,533828.643999999970000,3379216.761099999800000
362, , ,2,53.871664805199998,179.983261432000010,51,533833.962100000000000,3379203.108599999900000
363, , ,2,57.351578030900001,204.771277650000000,52,533794.142299999950000,3379197.261299999900000
364, , ,2,57.351578030900001,204.771277650000000,52,533794.262200000000000,3379212.495399999900000
365, , ,2,57.351578030900001,204.771277650000000,52,533807.703100000040000,3379212.389500000000000
366, , ,2,57.351578030900001,204.771277650000000,52,533807.583100000050000,3379197.155499999900000
367, , ,2,57.351578030900001,204.771277650000000,52,533794.142299999950000,3379197.261299999900000
368, , ,2,169.775088813000000,1712.679106269999900,53,533986.157400000030000,3379268.491700000100000
369, , ,2,169.775088813000000,1712.679106269999900,53,533985.945700000040000,3379301.511700000100000
370, , ,2,169.775088813000000,1712.679106269999900,53,534037.811499999950000,3379301.844200000200000
371, , ,2,169.775088813000000,1712.679106269999900,53,534038.023200000050000,3379268.824200000100000
372, , ,2,169.775088813000000,1712.679106269999900,53,533986.157400000030000,3379268.491700000100000
373, , ,0,116.074088678000000,675.538503955000010,54,533983.829099999970000,3379339.823499999900000
374, , ,0,116.074088678000000,675.538503955000010,54,533983.422299999980000,3379355.932000000000000
375, , ,0,116.074088678000000,675.538503955000010,54,534025.332399999960000,3379356.990300000200000
376, , ,0,116.074088678000000,675.538503955000010,54,534025.739100000010000,3379340.881800000100000
377, , ,0,116.074088678000000,675.538503955000010,54,533983.829099999970000,3379339.823499999900000
378, , ,0,96.956165167199998,364.875570388000030,55,534033.147499999960000,3379335.801800000000000
379, , ,0,96.956165167199998,364.875570388000030,55,534033.046800000010000,3379345.118700000000000
380, , ,0,96.956165167199998,364.875570388000030,55,534072.205199999970000,3379345.541999999900000
381, , ,0,96.956165167199998,364.875570388000030,55,534072.305900000040000,3379336.225200000200000
382, , ,0,96.956165167199998,364.875570388000030,55,534033.147499999960000,3379335.801800000000000
383, , ,0,78.223788217399999,366.210381875999990,56,534210.736200000040000,3379314.344099999900000
384, , ,0,78.223788217399999,366.210381875999990,56,534216.397899999980000,3379328.803100000100000
385, , ,0,78.223788217399999,366.210381875999990,56,534238.358299999960000,3379320.204100000200000
386, , ,0,78.223788217399999,366.210381875999990,56,534232.696600000020000,3379305.745099999900000
387, , ,0,78.223788217399999,366.210381875999990,56,534210.736200000040000,3379314.344099999900000
388, , ,0,50.486001864899997,125.705338079000000,57,534186.447399999950000,3379327.335099999800000
389, , ,0,50.486001864899997,125.705338079000000,57,534204.862399999980000,3379327.652600000100000
390, , ,0,50.486001864899997,125.705338079000000,57,534204.980100000040000,3379320.828400000000000
391, , ,0,50.486001864899997,125.705338079000000,57,534186.564999999940000,3379320.510900000100000
392, , ,0,50.486001864899997,125.705338079000000,57,534186.447399999950000,3379327.335099999800000
393, , ,0,50.056878556599997,123.156275553000000,58,534155.914400000010000,3379338.606399999900000
394, , ,0,50.056878556599997,123.156275553000000,58,534174.209299999990000,3379338.933100000000000
395, , ,0,50.056878556599997,123.156275553000000,58,534174.329400000050000,3379332.203499999800000
396, , ,0,50.056878556599997,123.156275553000000,58,534156.034600000010000,3379331.876800000200000
397, , ,0,50.056878556599997,123.156275553000000,58,534155.914400000010000,3379338.606399999900000
398, , ,0,50.058408247400003,121.785617906000000,59,534126.704299999980000,3379350.089300000100000
399, , ,0,50.058408247400003,121.785617906000000,59,534145.119399999970000,3379350.301000000000000
400, , ,0,50.058408247400003,121.785617906000000,59,534145.195399999970000,3379343.688500000200000
401, , ,0,50.058408247400003,121.785617906000000,59,534126.780400000050000,3379343.476799999800000
402, , ,0,50.058408247400003,121.785617906000000,59,534126.704299999980000,3379350.089300000100000
403, , ,0,91.033790903200000,311.782785894000030,60,534074.369700000040000,3379361.043099999900000
404, , ,0,91.033790903200000,311.782785894000030,60,534111.476000000020000,3379361.926599999900000
405, , ,0,91.033790903200000,311.782785894000030,60,534111.675999999980000,3379353.528899999800000
406, , ,0,91.033790903200000,311.782785894000030,60,534074.569600000050000,3379352.645500000100000
407, , ,0,91.033790903200000,311.782785894000030,60,534074.369700000040000,3379361.043099999900000
408, , ,0,90.412467735800007,314.742541968000010,61,534035.714000000040000,3379367.790000000000000
409, , ,0,90.412467735800007,314.742541968000010,61,534035.452999999980000,3379376.383500000000000
410, , ,0,90.412467735800007,314.742541968000010,61,534072.044899999980000,3379377.494800000000000
411, , ,0,90.412467735800007,314.742541968000010,61,534072.305900000040000,3379368.901300000000000
412, , ,0,90.412467735800007,314.742541968000010,61,534035.714000000040000,3379367.790000000000000
413, , ,0,138.464850020000000,519.678367414000040,62,533968.234500000020000,3379382.955999999800000
414, , ,0,138.464850020000000,519.678367414000040,62,533967.995400000010000,3379391.518800000200000
415, , ,0,138.464850020000000,519.678367414000040,62,534028.638000000040000,3379393.212200000000000
416, , ,0,138.464850020000000,519.678367414000040,62,534028.877100000040000,3379384.649300000200000
417, , ,0,138.464850020000000,519.678367414000040,62,533968.234500000020000,3379382.955999999800000
418, , ,3,141.504983124000010,746.999545794000030,63,533909.920200000050000,3379249.009300000000000
419, , ,3,141.504983124000010,746.999545794000030,63,533909.602700000050000,3379259.963000000000000
420, , ,3,141.504983124000010,746.999545794000030,63,533964.212799999980000,3379261.074300000000000
421, , ,3,141.504983124000010,746.999545794000030,63,533963.260299999970000,3379243.929300000000000
422, , ,3,141.504983124000010,746.999545794000030,63,533937.383999999960000,3379243.929300000000000
423, , ,3,141.504983124000010,746.999545794000030,63,533937.066499999960000,3379249.644299999800000
424, , ,3,141.504983124000010,746.999545794000030,63,533909.920200000050000,3379249.009300000000000
425, , ,7,136.332801305999990,794.704371660999980,64,533910.777499999970000,3379282.876000000200000
426, , ,7,136.332801305999990,794.704371660999980,64,533910.569699999990000,3379297.801500000100000
427, , ,7,136.332801305999990,794.704371660999980,64,533963.804000000000000,3379298.542400000200000
428, , ,7,136.332801305999990,794.704371660999980,64,533964.011700000030000,3379283.616800000000000
429, , ,7,136.332801305999990,794.704371660999980,64,533910.777499999970000,3379282.876000000200000
430, , ,0,146.118980295999990,891.177392984999980,65,533905.856200000040000,3379316.822100000000000
431, , ,0,146.118980295999990,891.177392984999980,65,533905.571800000030000,3379332.295800000000000
432, , ,0,146.118980295999990,891.177392984999980,65,533963.145200000030000,3379333.354199999900000
433, , ,0,146.118980295999990,891.177392984999980,65,533963.429600000030000,3379317.880400000100000
434, , ,0,146.118980295999990,891.177392984999980,65,533905.856200000040000,3379316.822100000000000
435, , ,0,121.084051293000000,657.574153112999970,66,533906.067900000020000,3379351.323799999900000
436, , ,0,121.084051293000000,657.574153112999970,66,533905.938300000040000,3379365.508200000000000
437, , ,0,121.084051293000000,657.574153112999970,66,533952.293399999970000,3379365.931599999800000
438, , ,0,121.084051293000000,657.574153112999970,66,533952.422999999950000,3379351.747200000100000
439, , ,0,121.084051293000000,657.574153112999970,66,533906.067900000020000,3379351.323799999900000
440, , ,0,109.884087231000000,393.670687864999990,67,533915.071699999970000,3379402.964000000200000
441, , ,0,109.884087231000000,393.670687864999990,67,533914.898000000040000,3379411.433600000100000
442, , ,0,109.884087231000000,393.670687864999990,67,533961.358899999990000,3379412.386099999800000
443, , ,0,109.884087231000000,393.670687864999990,67,533961.532600000040000,3379403.916499999800000
444, , ,0,109.884087231000000,393.670687864999990,67,533915.071699999970000,3379402.964000000200000
445, , ,0,116.184990848000000,522.410803328000040,68,533846.028500000010000,3379358.324300000000000
446, , ,0,116.184990848000000,522.410803328000040,68,533845.840500000050000,3379369.444800000200000
447, , ,0,116.184990848000000,522.410803328000040,68,533892.804200000010000,3379370.238599999800000
448, , ,0,116.184990848000000,522.410803328000040,68,533892.992100000030000,3379359.117999999800000
449, , ,0,116.184990848000000,522.410803328000040,68,533846.028500000010000,3379358.324300000000000
450, , ,0,126.225203255000000,728.924688922999960,70,533846.954499999990000,3379385.179599999900000
451, , ,0,126.225203255000000,728.924688922999960,70,533846.786399999980000,3379400.398600000000000
452, , ,0,126.225203255000000,728.924688922999960,70,533894.676100000040000,3379400.927800000200000
453, , ,0,126.225203255000000,728.924688922999960,70,533894.844200000050000,3379385.708699999800000
454, , ,0,126.225203255000000,728.924688922999960,70,533846.954499999990000,3379385.179599999900000
455, , ,0,110.333507467999990,565.776896362999990,71,533861.638900000020000,3379412.034800000000000
456, , ,0,110.333507467999990,565.776896362999990,71,533861.335500000040000,3379425.648200000200000
457, , ,0,110.333507467999990,565.776896362999990,71,533902.875099999950000,3379426.574300000000000
458, , ,0,110.333507467999990,565.776896362999990,71,533903.178599999980000,3379412.960899999800000
459, , ,0,110.333507467999990,565.776896362999990,71,533861.638900000020000,3379412.034800000000000
460, , ,0,114.327696312000000,522.940573172999960,72,533804.303599999980000,3379414.257300000200000
461, , ,0,114.327696312000000,522.940573172999960,72,533804.091900000000000,3379425.691300000100000
462, , ,0,114.327696312000000,522.940573172999960,72,533849.812000000030000,3379426.537899999900000
463, , ,0,114.327696312000000,522.940573172999960,72,533850.023700000020000,3379415.103999999800000
464, , ,0,114.327696312000000,522.940573172999960,72,533804.303599999980000,3379414.257300000200000
465, , ,0,111.770731588999990,486.917459372999990,73,533804.091999999950000,3379440.080699999800000
466, , ,0,111.770731588999990,486.917459372999990,73,533804.041300000040000,3379450.880500000000000
467, , ,0,111.770731588999990,486.917459372999990,73,533849.126300000000000,3379451.092100000000000
468, , ,0,111.770731588999990,486.917459372999990,73,533849.177000000030000,3379440.292400000200000
469, , ,0,111.770731588999990,486.917459372999990,73,533804.091999999950000,3379440.080699999800000
470, , ,0,113.444274772000000,538.620018749999990,74,533741.438500000050000,3379437.540699999800000
471, , ,0,113.444274772000000,538.620018749999990,74,533741.381300000010000,3379449.600399999900000
472, , ,0,113.444274772000000,538.620018749999990,74,533786.043100000010000,3379449.812100000200000
473, , ,0,113.444274772000000,538.620018749999990,74,533786.100300000050000,3379437.752400000100000
474, , ,0,113.444274772000000,538.620018749999990,74,533741.438500000050000,3379437.540699999800000
475, , ,0,131.371914315999990,557.448618606999960,75,533740.609500000020000,3379411.847800000100000
476, , ,0,131.371914315999990,557.448618606999960,75,533740.609500000020000,3379422.828100000000000
477, , ,0,131.371914315999990,557.448618606999960,75,533782.016799999980000,3379422.695799999900000
478, , ,0,131.371914315999990,557.448618606999960,75,533782.016799999980000,3379429.575000000200000
479, , ,0,131.371914315999990,557.448618606999960,75,533788.895999999950000,3379429.442700000000000
480, , ,0,131.371914315999990,557.448618606999960,75,533788.895999999950000,3379412.509300000000000
481, , ,0,131.371914315999990,557.448618606999960,75,533740.609500000020000,3379411.847800000100000
482, , ,0,115.887599999000000,591.538386311999940,76,533727.512600000020000,3379385.654000000100000
483, , ,0,115.887599999000000,591.538386311999940,76,533727.512600000020000,3379398.883200000000000
484, , ,0,115.887599999000000,591.538386311999940,76,533772.227199999960000,3379398.883200000000000
485, , ,0,115.887599999000000,591.538386311999940,76,533772.227199999960000,3379385.654000000100000
486, , ,0,115.887599999000000,591.538386311999940,76,533727.512600000020000,3379385.654000000100000
487, , ,0,121.708600000999990,661.035100358000020,77,533787.308500000040000,3379385.389500000000000
488, , ,0,121.708600000999990,661.035100358000020,77,533787.308500000040000,3379399.544700000000000
489, , ,0,121.708600000999990,661.035100358000020,77,533834.007600000010000,3379399.544700000000000
490, , ,0,121.708600000999990,661.035100358000020,77,533834.007600000010000,3379385.389500000000000
491, , ,0,121.708600000999990,661.035100358000020,77,533787.308500000040000,3379385.389500000000000
492, , ,0,113.246153685000000,521.495074974999970,78,533785.571099999940000,3379356.512800000100000
493, , ,0,113.246153685000000,521.495074974999970,78,533785.503099999970000,3379368.089499999800000
494, , ,0,113.246153685000000,521.495074974999970,78,533830.548500000030000,3379368.354100000100000
495, , ,0,113.246153685000000,521.495074974999970,78,533830.616500000000000,3379356.777400000000000
496, , ,0,113.246153685000000,521.495074974999970,78,533785.571099999940000,3379356.512800000100000
497, , ,0,155.099118116999990,1049.252669649999900,79,533716.852500000040000,3379345.486200000200000
498, , ,0,155.099118116999990,1049.252669649999900,79,533716.783300000010000,3379362.948200000000000
499, , ,0,155.099118116999990,1049.252669649999900,79,533776.870299999950000,3379363.186300000200000
500, , ,0,155.099118116999990,1049.252669649999900,79,533776.939499999980000,3379345.724400000200000
501, , ,0,155.099118116999990,1049.252669649999900,79,533716.852500000040000,3379345.486200000200000
502, , ,0,157.960157130999990,904.203232372000000,80,533790.274100000040000,3379324.380400000100000
503, , ,0,157.960157130999990,904.203232372000000,80,533790.223200000010000,3379338.272299999800000
504, , ,0,157.960157130999990,904.203232372000000,80,533855.310900000040000,3379338.510400000000000
505, , ,0,157.960157130999990,904.203232372000000,80,533855.361700000010000,3379324.618499999900000
506, , ,0,157.960157130999990,904.203232372000000,80,533790.274100000040000,3379324.380400000100000
507, , ,6,137.795399999000010,872.471419180999990,81,533793.993400000040000,3379288.328900000100000
508, , ,6,137.795399999000010,872.471419180999990,81,533793.993400000040000,3379305.050600000200000
509, , ,6,137.795399999000010,872.471419180999990,81,533846.169400000010000,3379305.050600000200000
510, , ,6,137.795399999000010,872.471419180999990,81,533846.169400000010000,3379288.328900000100000
511, , ,6,137.795399999000010,872.471419180999990,81,533793.993400000040000,3379288.328900000100000
512, , ,6,117.475000003000010,622.950349208000030,82,533856.360299999940000,3379281.714300000100000
513, , ,6,117.475000003000010,622.950349208000030,82,533856.360299999940000,3379295.604900000200000
514, , ,6,117.475000003000010,622.950349208000030,82,533901.207199999950000,3379295.604900000200000
515, , ,6,117.475000003000010,622.950349208000030,82,533901.207199999950000,3379281.714300000100000
516, , ,6,117.475000003000010,622.950349208000030,82,533856.360299999940000,3379281.714300000100000
517, , ,3,102.658400001000000,508.618090918000010,83,533892.343699999970000,3379251.419400000000000
518, , ,3,102.658400001000000,508.618090918000010,83,533868.134300000030000,3379251.419400000000000
519, , ,3,102.658400001000000,508.618090918000010,83,533868.134300000030000,3379268.088200000100000
520, , ,3,102.658400001000000,508.618090918000010,83,533902.794699999970000,3379268.088200000100000
521, , ,3,102.658400001000000,508.618090918000010,83,533902.794699999970000,3379258.034000000000000
522, , ,3,102.658400001000000,508.618090918000010,83,533892.343699999970000,3379258.034000000000000
523, , ,3,102.658400001000000,508.618090918000010,83,533892.343699999970000,3379251.419400000000000
524, , ,3,112.217488901000000,523.370797305999990,84,533821.427299999980000,3379229.194399999900000
525, , ,3,112.217488901000000,523.370797305999990,84,533817.050999999980000,3379240.170400000200000
526, , ,3,112.217488901000000,523.370797305999990,84,533858.193800000010000,3379256.574500000100000
527, , ,3,112.217488901000000,523.370797305999990,84,533862.570100000010000,3379245.598600000100000
528, , ,3,112.217488901000000,523.370797305999990,84,533821.427299999980000,3379229.194399999900000
529, , ,2,67.216014123600004,273.232618842000020,85,533787.560500000020000,3379218.478699999900000
530, , ,2,67.216014123600004,273.232618842000020,85,533784.701000000000000,3379231.959199999900000
531, , ,2,67.216014123600004,273.232618842000020,85,533804.096999999950000,3379236.073499999900000
532, , ,2,67.216014123600004,273.232618842000020,85,533806.956499999970000,3379222.592999999900000
533, , ,2,67.216014123600004,273.232618842000020,85,533787.560500000020000,3379218.478699999900000
534, , ,0,164.718008526000010,1439.802952220000000,86,533739.596800000060000,3379294.510400000000000
535, , ,0,164.718008526000010,1439.802952220000000,86,533739.199900000010000,3379339.092800000200000
536, , ,0,164.718008526000010,1439.802952220000000,86,533763.938500000050000,3379339.092800000200000
537, , ,0,164.718008526000010,1439.802952220000000,86,533764.335399999980000,3379332.742800000100000
538, , ,0,164.718008526000010,1439.802952220000000,86,533777.432299999990000,3379332.742800000100000
539, , ,0,164.718008526000010,1439.802952220000000,86,533777.300000000050000,3379307.739600000000000
540, , ,0,164.718008526000010,1439.802952220000000,86,533764.599900000030000,3379307.739600000000000
541, , ,0,164.718008526000010,1439.802952220000000,86,533764.599900000030000,3379294.510400000000000
542, , ,0,164.718008526000010,1439.802952220000000,86,533739.596800000060000,3379294.510400000000000
543, , ,0,204.149808788000000,1350.684478140000000,87,534173.966400000030000,3378700.443800000000000
544, , ,0,204.149808788000000,1350.684478140000000,87,534207.542099999960000,3378700.126300000100000
545, , ,0,204.149808788000000,1350.684478140000000,87,534207.939000000010000,3378684.330699999800000
546, , ,0,204.149808788000000,1350.684478140000000,87,534165.473299999950000,3378685.203799999800000
547, , ,0,204.149808788000000,1350.684478140000000,87,534159.837599999970000,3378687.743799999800000
548, , ,0,204.149808788000000,1350.684478140000000,87,534156.424499999960000,3378690.839399999900000
549, , ,0,204.149808788000000,1350.684478140000000,87,534156.186400000010000,3378733.066999999800000
550, , ,0,204.149808788000000,1350.684478140000000,87,534158.250099999950000,3378737.432599999900000
551, , ,0,204.149808788000000,1350.684478140000000,87,534162.298300000020000,3378740.052000000100000
552, , ,0,204.149808788000000,1350.684478140000000,87,534166.346400000040000,3378740.210800000000000
553, , ,0,204.149808788000000,1350.684478140000000,87,534164.758900000020000,3378736.876999999900000
554, , ,0,204.149808788000000,1350.684478140000000,87,534165.949499999990000,3378730.130100000200000
555, , ,0,204.149808788000000,1350.684478140000000,87,534169.838899999970000,3378726.478900000000000
556, , ,0,204.149808788000000,1350.684478140000000,87,534173.807700000000000,3378726.161400000100000
557, , ,0,204.149808788000000,1350.684478140000000,87,534173.966400000030000,3378700.443800000000000
558, , ,0,91.977439595199996,542.903194696000010,88,534193.413300000010000,3378725.129499999800000
559, , ,0,91.977439595199996,542.903194696000010,88,534173.807700000000000,3378726.161400000100000
560, , ,0,91.977439595199996,542.903194696000010,88,534169.838899999970000,3378726.478900000000000
561, , ,0,91.977439595199996,542.903194696000010,88,534165.949499999990000,3378730.130100000200000
562, , ,0,91.977439595199996,542.903194696000010,88,534164.758900000020000,3378736.876999999900000
563, , ,0,91.977439595199996,542.903194696000010,88,534166.346400000040000,3378740.210800000000000
564, , ,0,91.977439595199996,542.903194696000010,88,534171.029499999950000,3378743.306400000100000
565, , ,0,91.977439595199996,542.903194696000010,88,534195.715199999980000,3378741.718900000200000
566, , ,0,91.977439595199996,542.903194696000010,88,534199.922099999970000,3378737.670800000000000
567, , ,0,91.977439595199996,542.903194696000010,88,534200.080800000000000,3378732.352599999900000
568, , ,0,91.977439595199996,542.903194696000010,88,534199.287099999960000,3378729.018900000000000
569, , ,0,91.977439595199996,542.903194696000010,88,534197.302700000000000,3378726.081999999900000
570, , ,0,91.977439595199996,542.903194696000010,88,534193.413300000010000,3378725.129499999800000
