FID,NAME,TYPE,HEIGHT,SHAPE_Leng,SHAPE_Area,ORIG_FID,POINT_X,POINT_Y
141, , ,0,75.443612263500000,350.441230643999970,13,533743.899800000010000,3378990.465600000200000
142, , ,0,75.443612263500000,350.441230643999970,13,533723.262200000000000,3378991.391700000000000
143, , ,0,106.975327175000000,531.837977033000020,14,533723.434400000030000,3378958.218200000000000
144, , ,0,106.975327175000000,531.837977033000020,14,533721.506199999950000,3378975.892099999800000
145, , ,0,106.975327175000000,531.837977033000020,14,533710.426699999950000,3378988.029900000000000
146, , ,0,106.975327175000000,531.837977033000020,14,533710.459799999950000,3378989.352800000000000
147, , ,0,106.975327175000000,531.837977033000020,14,533717.074400000040000,3378995.636700000100000
148, , ,0,106.975327175000000,531.837977033000020,14,533737.342599999970000,3378976.522700000100000
149, , ,0,106.975327175000000,531.837977033000020,14,533739.530400000050000,3378958.293600000000000
150, , ,0,106.975327175000000,531.837977033000020,14,533723.434400000030000,3378958.218200000000000
151, , ,0,79.989146519200006,319.899511057999970,15,533716.932200000040000,3379010.386200000100000
152, , ,0,79.989146519200006,319.899511057999970,15,533709.912900000000000,3379038.463200000100000
153, , ,0,79.989146519200006,319.899511057999970,15,533720.636399999960000,3379041.143999999900000
154, , ,0,79.989146519200006,319.899511057999970,15,533727.655600000060000,3379013.066999999800000
155, , ,0,79.989146519200006,319.899511057999970,15,533716.932200000040000,3379010.386200000100000
156, , ,0,145.242719550000000,805.725181059999950,16,533704.746799999960000,3379001.079400000200000
157, , ,0,145.242719550000000,805.725181059999950,16,533679.240899999980000,3379055.372000000000000
158, , ,0,145.242719550000000,805.725181059999950,16,533697.073800000010000,3379059.023300000000000
159, , ,0,145.242719550000000,805.725181059999950,16,533713.848499999960000,3379004.042799999900000
160, , ,0,145.242719550000000,805.725181059999950,16,533704.746799999960000,3379001.079400000200000
161, , ,0,241.023498206000000,1334.268095319999900,17,533737.964700000010000,3379049.460200000100000
162, , ,0,241.023498206000000,1334.268095319999900,17,533701.452200000060000,3379050.386299999900000
163, , ,0,241.023498206000000,1334.268095319999900,17,533699.335500000040000,3379104.493700000000000
164, , ,0,241.023498206000000,1334.268095319999900,17,533735.583499999950000,3379103.699899999900000
165, , ,0,241.023498206000000,1334.268095319999900,17,533736.641799999980000,3379088.221799999900000
166, , ,0,241.023498206000000,1334.268095319999900,17,533706.479300000010000,3379088.089499999800000
167, , ,0,241.023498206000000,1334.268095319999900,17,533707.008400000050000,3379067.187299999900000
168, , ,0,241.023498206000000,1334.268095319999900,17,533737.567900000020000,3379066.393600000100000
169, , ,0,241.023498206000000,1334.268095319999900,17,533737.964700000010000,3379049.460200000100000
170, , ,0,120.381226263000000,574.702487861000010,18,533765.534400000000000,3378989.232100000100000
171, , ,0,120.381226263000000,574.702487861000010,18,533765.664800000030000,3379001.132600000100000
172, , ,0,120.381226263000000,574.702487861000010,18,533813.951299999960000,3379000.603500000200000
173, , ,0,120.381226263000000,574.702487861000010,18,533813.820900000050000,3378988.703000000200000
174, , ,0,120.381226263000000,574.702487861000010,18,533765.534400000000000,3378989.232100000100000
175, , ,0,115.624391479000000,610.022465545000050,19,533764.079200000040000,3379018.997800000000000
176, , ,0,115.624391479000000,610.022465545000050,19,533764.246500000010000,3379032.884899999900000
177, , ,0,115.624391479000000,610.022465545000050,19,533808.167400000030000,3379032.355700000200000
178, , ,0,115.624391479000000,610.022465545000050,19,533808.000099999950000,3379018.468599999800000
179, , ,0,115.624391479000000,610.022465545000050,19,533764.079200000040000,3379018.997800000000000
180, , ,0,116.042840141000000,622.945786946000000,20,533761.830199999970000,3379050.483300000000000
181, , ,0,116.042840141000000,622.945786946000000,20,533762.130899999990000,3379064.703100000000000
182, , ,0,116.042840141000000,622.945786946000000,20,533805.919499999960000,3379063.777100000100000
183, , ,0,116.042840141000000,622.945786946000000,20,533805.618800000050000,3379049.557200000200000
184, , ,0,116.042840141000000,622.945786946000000,20,533761.830199999970000,3379050.483300000000000
185, , ,0,111.371488951000000,539.305873907999970,21,533762.359399999960000,3379082.418600000000000
186, , ,0,111.371488951000000,539.305873907999970,21,533762.598800000040000,3379094.899499999800000
187, , ,0,111.371488951000000,539.305873907999970,21,533805.793399999970000,3379094.070799999900000
188, , ,0,111.371488951000000,539.305873907999970,21,533805.554000000000000,3379081.589900000000000
189, , ,0,111.371488951000000,539.305873907999970,21,533762.359399999960000,3379082.418600000000000
190, , ,6,144.768754201000010,806.128305191999970,22,533853.670300000000000,3378987.023300000000000
191, , ,6,144.768754201000010,806.128305191999970,22,533853.844000000040000,3379000.770099999800000
192, , ,6,144.768754201000010,806.128305191999970,22,533912.475800000010000,3379000.029300000100000
193, , ,6,144.768754201000010,806.128305191999970,22,533912.302099999970000,3378986.282500000200000
194, , ,6,144.768754201000010,806.128305191999970,22,533853.670300000000000,3378987.023300000000000
195, , ,2,202.684976272999990,2539.726081820000200,23,533854.857399999980000,3379031.529800000100000
196, , ,2,202.684976272999990,2539.726081820000200,23,533855.107500000040000,3379076.923200000100000
197, , ,2,202.684976272999990,2539.726081820000200,23,533911.055100000000000,3379076.614899999900000
198, , ,2,202.684976272999990,2539.726081820000200,23,533910.805000000050000,3379031.221599999800000
199, , ,2,202.684976272999990,2539.726081820000200,23,533854.857399999980000,3379031.529800000100000
200, , ,6,145.520800001999990,787.545520848000020,24,533940.648799999970000,3378986.590299999800000
201, , ,6,145.520800001999990,787.545520848000020,24,533940.648799999970000,3378999.819399999900000
202, , ,6,145.520800001999990,787.545520848000020,24,534000.180100000000000,3378999.819399999900000
203, , ,6,145.520800001999990,787.545520848000020,24,534000.180100000000000,3378986.590299999800000
204, , ,6,145.520800001999990,787.545520848000020,24,533940.648799999970000,3378986.590299999800000
205, , ,7,154.504198591000010,937.288509076999960,25,533937.473800000040000,3379014.371600000200000
206, , ,7,154.504198591000010,937.288509076999960,25,533937.537900000000000,3379029.445799999900000
207, , ,7,154.504198591000010,937.288509076999960,25,533999.715100000030000,3379029.181200000000000
208, , ,7,154.504198591000010,937.288509076999960,25,533999.650999999950000,3379014.106999999800000
209, , ,7,154.504198591000010,937.288509076999960,25,533937.473800000040000,3379014.371600000200000
210, , ,7,166.886756999999990,1169.697539830000100,26,533935.092500000030000,3379046.121600000200000
211, , ,7,166.886756999999990,1169.697539830000100,26,533935.164400000010000,3379063.947499999800000
212, , ,7,166.886756999999990,1169.697539830000100,26,534000.781199999970000,3379063.682899999900000
213, , ,7,166.886756999999990,1169.697539830000100,26,534000.709299999990000,3379045.856999999800000
214, , ,7,166.886756999999990,1169.697539830000100,26,533935.092500000030000,3379046.121600000200000
215, , ,7,165.170748733000010,1128.870078210000000,27,533933.434400000030000,3379083.022299999800000
216, , ,7,165.170748733000010,1128.870078210000000,27,533933.489799999980000,3379100.310399999800000
217, , ,7,165.170748733000010,1128.870078210000000,27,533998.786700000060000,3379100.101100000100000
218, , ,7,165.170748733000010,1128.870078210000000,27,533998.731200000040000,3379082.813000000100000
219, , ,7,165.170748733000010,1128.870078210000000,27,533933.434400000030000,3379083.022299999800000
220, , ,6,148.272799999999990,873.016948788000040,28,533937.575199999960000,3379116.973700000000000
221, , ,6,148.272799999999990,873.016948788000040,28,533937.575199999960000,3379131.658100000100000
222, , ,6,148.272799999999990,873.016948788000040,28,533997.027200000010000,3379131.658100000100000
223, , ,6,148.272799999999990,873.016948788000040,28,533997.027200000010000,3379116.973700000000000
224, , ,6,148.272799999999990,873.016948788000040,28,533937.575199999960000,3379116.973700000000000
225, , ,0,83.608600001799999,282.259457945000010,29,534189.004800000000000,3379088.372099999800000
226, , ,0,83.608600001799999,282.259457945000010,29,534189.004800000000000,3379096.838800000000000
227, , ,0,83.608600001799999,282.259457945000010,29,534222.342399999960000,3379096.838800000000000
228, , ,0,83.608600001799999,282.259457945000010,29,534222.342399999960000,3379088.372099999800000
229, , ,0,83.608600001799999,282.259457945000010,29,534189.004800000000000,3379088.372099999800000
230, , ,0,128.135838210000000,414.171887066000010,30,534226.737100000030000,3379154.883200000000000
231, , ,0,128.135838210000000,414.171887066000010,30,534176.016399999960000,3379154.168899999900000
232, , ,0,128.135838210000000,414.171887066000010,30,534175.937000000030000,3379167.186400000000000
233, , ,0,128.135838210000000,414.171887066000010,30,534186.890800000050000,3379167.583300000100000
234, , ,0,128.135838210000000,414.171887066000010,30,534186.970199999980000,3379160.915699999800000
235, , ,0,128.135838210000000,414.171887066000010,30,534226.737100000030000,3379161.868199999900000
236, , ,0,128.135838210000000,414.171887066000010,30,534226.737100000030000,3379154.883200000000000
237, , ,2,162.073823092000000,776.455373713999960,31,533941.356999999960000,3379149.071200000100000
238, , ,2,162.073823092000000,776.455373713999960,31,533940.827799999970000,3379172.619200000100000
239, , ,2,162.073823092000000,776.455373713999960,31,533947.839299999990000,3379172.619200000100000
240, , ,2,162.073823092000000,776.455373713999960,31,533948.236099999980000,3379162.829599999800000
241, , ,2,162.073823092000000,776.455373713999960,31,533978.134100000020000,3379163.094099999900000
242, , ,2,162.073823092000000,776.455373713999960,31,533978.134100000020000,3379172.222300000000000
243, , ,2,162.073823092000000,776.455373713999960,31,533989.643500000010000,3379172.089999999900000
244, , ,2,162.073823092000000,776.455373713999960,31,533989.643500000010000,3379159.786900000200000
245, , ,2,162.073823092000000,776.455373713999960,31,533983.293500000030000,3379159.786900000200000
246, , ,2,162.073823092000000,776.455373713999960,31,533983.293500000030000,3379149.203499999800000
247, , ,2,162.073823092000000,776.455373713999960,31,533941.356999999960000,3379149.071200000100000
248, , ,1,97.106554866899998,282.784457374999990,32,533829.179800000040000,3379116.690500000000000
249, , ,1,97.106554866899998,282.784457374999990,32,533829.047499999990000,3379131.375000000000000
250, , ,1,97.106554866899998,282.784457374999990,32,533863.046500000050000,3379130.978099999900000
251, , ,1,97.106554866899998,282.784457374999990,32,533863.046500000050000,3379123.966599999900000
252, , ,1,97.106554866899998,282.784457374999990,32,533834.868299999970000,3379124.231199999800000
253, , ,1,97.106554866899998,282.784457374999990,32,533834.868299999970000,3379116.690500000000000
254, , ,1,97.106554866899998,282.784457374999990,32,533829.179800000040000,3379116.690500000000000
255, , ,1,46.831600002899997,121.844635670000000,33,533835.529800000020000,3379084.014400000200000
256, , ,1,46.831600002899997,121.844635670000000,33,533835.529800000020000,3379091.819699999900000
257, , ,1,46.831600002899997,121.844635670000000,33,533851.140299999970000,3379091.819699999900000
258, , ,1,46.831600002899997,121.844635670000000,33,533851.140299999970000,3379084.014400000200000
259, , ,1,46.831600002899997,121.844635670000000,33,533835.529800000020000,3379084.014400000200000
260, , ,1,54.599067084600001,175.630746246000000,34,533832.619399999970000,3379099.095699999900000
261, , ,1,54.599067084600001,175.630746246000000,34,533832.771599999980000,3379109.475500000200000
262, , ,1,54.599067084600001,175.630746246000000,34,533849.688399999980000,3379109.227500000000000
263, , ,1,54.599067084600001,175.630746246000000,34,533849.536199999970000,3379098.847699999800000
264, , ,1,54.599067084600001,175.630746246000000,34,533832.619399999970000,3379099.095699999900000
265, , ,1,97.782527789900001,514.753609869999990,35,533862.434699999980000,3379087.205999999800000
266, , ,1,97.782527789900001,514.753609869999990,35,533861.574799999940000,3379120.742000000100000
267, , ,1,97.782527789900001,514.753609869999990,35,533876.913999999990000,3379121.135300000200000
268, , ,1,97.782527789900001,514.753609869999990,35,533877.773900000030000,3379087.599299999900000
269, , ,1,97.782527789900001,514.753609869999990,35,533862.434699999980000,3379087.205999999800000
270, , ,0,254.478686450999990,3176.563317109999800,36,534220.907000000010000,3379238.423599999900000
271, , ,0,254.478686450999990,3176.563317109999800,36,534220.774699999950000,3379217.653800000000000
272, , ,0,254.478686450999990,3176.563317109999800,36,534196.697599999960000,3379216.859999999900000
273, , ,0,254.478686450999990,3176.563317109999800,36,534196.697599999960000,3379222.945400000100000
274, , ,0,254.478686450999990,3176.563317109999800,36,534182.145499999980000,3379222.151699999800000
275, , ,0,254.478686450999990,3176.563317109999800,36,534182.277800000040000,3379297.028899999800000
276, , ,0,254.478686450999990,3176.563317109999800,36,534189.553799999990000,3379297.558100000000000
277, , ,0,254.478686450999990,3176.563317109999800,36,534189.686100000050000,3379305.892500000100000
278, , ,0,254.478686450999990,3176.563317109999800,36,534209.265299999970000,3379306.421699999800000
279, , ,0,254.478686450999990,3176.563317109999800,36,534209.529899999960000,3379297.955000000100000
280, , ,0,254.478686450999990,3176.563317109999800,36,534219.981000000030000,3379298.351799999800000
281, , ,0,254.478686450999990,3176.563317109999800,36,534220.907000000010000,3379238.423599999900000
282, , ,0,139.281547182999990,707.863625329999990,37,534146.897600000030000,3379250.647400000100000
283, , ,0,139.281547182999990,707.863625329999990,37,534159.809299999960000,3379250.859000000200000
284, , ,0,139.281547182999990,707.863625329999990,37,534160.020999999950000,3379225.035699999900000
285, , ,0,139.281547182999990,707.863625329999990,37,534116.205899999940000,3379224.612300000200000
286, , ,0,139.281547182999990,707.863625329999990,37,534116.205899999940000,3379236.889000000000000
287, , ,0,139.281547182999990,707.863625329999990,37,534146.897600000030000,3379236.889000000000000
288, , ,0,139.281547182999990,707.863625329999990,37,534146.897600000030000,3379250.647400000100000
289, , ,0,94.640371687599995,424.975287944999990,38,534124.496200000050000,3379269.455800000100000
290, , ,0,94.640371687599995,424.975287944999990,38,534124.008099999980000,3379281.494599999900000
291, , ,0,94.640371687599995,424.975287944999990,38,534159.250699999980000,3379282.923299999900000
292, , ,0,94.640371687599995,424.975287944999990,38,534159.738699999990000,3379270.884500000200000
293, , ,0,94.640371687599995,424.975287944999990,38,534124.496200000050000,3379269.455800000100000
294, , ,0,95.914830214700004,421.698221948000030,39,534123.226200000030000,3379297.395800000100000
295, , ,0,95.914830214700004,421.698221948000030,39,534123.023599999960000,3379308.992099999900000
296, , ,0,95.914830214700004,421.698221948000030,39,534159.377400000000000,3379309.627100000200000
297, , ,0,95.914830214700004,421.698221948000030,39,534159.579999999960000,3379298.030799999800000
298, , ,0,95.914830214700004,421.698221948000030,39,534123.226200000030000,3379297.395800000100000
299, , ,0,91.428128364900004,269.960485864000020,40,534076.077300000000000,3379320.097099999900000
300, , ,0,91.428128364900004,269.960485864000020,40,534075.906100000020000,3379327.062299999900000
301, , ,0,91.428128364900004,269.960485864000020,40,534114.641100000010000,3379328.014800000000000
302, , ,0,91.428128364900004,269.960485864000020,40,534114.812400000050000,3379321.049600000000000
303, , ,0,91.428128364900004,269.960485864000020,40,534076.077300000000000,3379320.097099999900000
304, , ,0,58.738815178099998,181.954820203000000,41,534080.522299999950000,3379268.185800000100000
305, , ,0,58.738815178099998,181.954820203000000,41,534080.247100000040000,3379277.062299999900000
306, , ,0,58.738815178099998,181.954820203000000,41,534100.725899999960000,3379277.697300000100000
307, , ,0,58.738815178099998,181.954820203000000,41,534101.001099999990000,3379268.820799999900000
308, , ,0,58.738815178099998,181.954820203000000,41,534080.522299999950000,3379268.185800000100000
