province,city,update_time,nowConfirm,confirm,suspect,dead,deadRate,showRate,heal,healRate,showHeal
甘肃,兰州,2020-06-02 18:12:07,0,37,0,2,0.0541,False,35,0.9459000000000001,True
甘肃,定西,2020-06-02 18:12:07,0,9,0,0,0.0,False,9,1.0,True
甘肃,甘肃,2020-06-02 18:12:07,0,0,0,0,0.0,False,0,0.0,True
甘肃,平凉,2020-06-02 18:12:07,0,9,0,0,0.0,False,9,1.0,True
甘肃,庆阳,2020-06-02 18:12:07,0,3,0,0,0.0,False,3,1.0,True
甘肃,白银,2020-06-02 18:12:07,0,4,0,0,0.0,False,4,1.0,True
甘肃,甘南州,2020-06-02 18:12:07,0,8,0,0,0.0,False,8,1.0,True
甘肃,天水,2020-06-02 18:12:07,0,12,0,0,0.0,False,12,1.0,True
甘肃,陇南,2020-06-02 18:12:07,0,4,0,0,0.0,False,4,1.0,True
甘肃,临夏,2020-06-02 18:12:07,0,3,0,0,0.0,False,3,1.0,True
甘肃,张掖,2020-06-02 18:12:07,0,2,0,0,0.0,False,2,1.0,True
甘肃,金昌,2020-06-02 18:12:07,0,1,0,0,0.0,False,1,1.0,True
辽宁,沈阳,2020-06-02 18:12:07,0,31,0,0,0.0,False,31,1.0,True
辽宁,抚顺,2020-06-02 18:12:07,0,1,0,0,0.0,False,1,1.0,True
辽宁,大连,2020-06-02 18:12:07,0,18,0,0,0.0,False,18,1.0,True
辽宁,境外输入,2020-06-02 18:12:07,0,21,0,0,0.0,False,21,1.0,True
辽宁,朝阳市,2020-06-02 18:12:07,0,6,0,1,0.16670000000000001,False,5,0.8332999999999999,True
辽宁,丹东,2020-06-02 18:12:07,0,11,0,0,0.0,False,11,1.0,True
辽宁,葫芦岛,2020-06-02 18:12:07,0,12,0,1,0.0833,False,11,0.9167000000000001,True
辽宁,铁岭,2020-06-02 18:12:07,0,7,0,0,0.0,False,7,1.0,True
辽宁,鞍山,2020-06-02 18:12:07,0,4,0,0,0.0,False,4,1.0,True
辽宁,锦州,2020-06-02 18:12:07,0,12,0,0,0.0,False,12,1.0,True
辽宁,盘锦,2020-06-02 18:12:07,0,11,0,0,0.0,False,11,1.0,True
辽宁,阜新,2020-06-02 18:12:07,0,8,0,0,0.0,False,8,1.0,True
辽宁,本溪,2020-06-02 18:12:07,0,3,0,0,0.0,False,3,1.0,True
辽宁,辽阳,2020-06-02 18:12:07,0,3,0,0,0.0,False,3,1.0,True
辽宁,营口,2020-06-02 18:12:07,0,1,0,0,0.0,False,1,1.0,True
山西,境外输入,2020-06-02 18:12:07,0,64,0,0,0.0,False,64,1.0,True
山西,太原,2020-06-02 18:12:07,0,21,0,0,0.0,False,21,1.0,True
山西,晋中,2020-06-02 18:12:07,0,37,0,0,0.0,False,37,1.0,True
山西,大同,2020-06-02 18:12:07,0,12,0,0,0.0,False,12,1.0,True
山西,运城,2020-06-02 18:12:07,0,19,0,0,0.0,False,19,1.0,True
山西,晋城,2020-06-02 18:12:07,0,10,0,0,0.0,False,10,1.0,True
山西,忻州,2020-06-02 18:12:07,0,7,0,0,0.0,False,7,1.0,True
山西,长治,2020-06-02 18:12:07,0,8,0,0,0.0,False,8,1.0,True
山西,朔州,2020-06-02 18:12:07,0,8,0,0,0.0,False,8,1.0,True
山西,临汾,2020-06-02 18:12:07,0,2,0,0,0.0,False,2,1.0,True
山西,阳泉,2020-06-02 18:12:07,0,4,0,0,0.0,False,4,1.0,True
山西,吕梁,2020-06-02 18:12:07,0,6,0,0,0.0,False,6,1.0,True
贵州,境外输入,2020-06-02 18:12:07,0,1,0,0,0.0,False,1,1.0,True
贵州,贵阳,2020-06-02 18:12:07,0,36,0,1,0.0278,False,35,0.9722,True
贵州,遵义,2020-06-02 18:12:07,0,32,0,0,0.0,False,32,1.0,True
贵州,六盘水,2020-06-02 18:12:07,0,10,0,1,0.1,False,9,0.9,True
贵州,毕节,2020-06-02 18:12:07,0,23,0,0,0.0,False,23,1.0,True
贵州,黔南州,2020-06-02 18:12:07,0,17,0,0,0.0,False,17,1.0,True
贵州,安顺,2020-06-02 18:12:07,0,4,0,0,0.0,False,4,1.0,True
贵州,黔东南州,2020-06-02 18:12:07,0,10,0,0,0.0,False,10,1.0,True
贵州,铜仁,2020-06-02 18:12:07,0,10,0,0,0.0,False,10,1.0,True
贵州,黔西南州,2020-06-02 18:12:07,0,4,0,0,0.0,False,4,1.0,True
黑龙江,哈尔滨,2020-06-02 18:12:07,0,264,0,4,0.0152,False,260,0.9848,True
黑龙江,境外输入,2020-06-02 18:12:07,0,386,0,0,0.0,False,386,1.0,True
黑龙江,牡丹江,2020-06-02 18:12:07,0,25,0,0,0.0,False,25,1.0,True
黑龙江,大庆,2020-06-02 18:12:07,0,27,0,1,0.037000000000000005,False,26,0.963,True
黑龙江,黑龙江,2020-06-02 18:12:07,0,0,0,0,0.0,False,0,0.0,True
黑龙江,齐齐哈尔,2020-06-02 18:12:07,0,43,0,1,0.0233,False,42,0.9767,True
黑龙江,大兴安岭,2020-06-02 18:12:07,0,3,0,0,0.0,False,3,1.0,True
黑龙江,黑河,2020-06-02 18:12:07,0,14,0,0,0.0,False,14,1.0,True
黑龙江,双鸭山,2020-06-02 18:12:07,0,52,0,3,0.057699999999999994,False,49,0.9423,True
黑龙江,绥化,2020-06-02 18:12:07,0,47,0,4,0.0851,False,43,0.9148999999999999,True
黑龙江,鹤岗,2020-06-02 18:12:07,0,5,0,0,0.0,False,5,1.0,True
黑龙江,七台河,2020-06-02 18:12:07,0,17,0,0,0.0,False,17,1.0,True
黑龙江,鸡西,2020-06-02 18:12:07,0,46,0,0,0.0,False,46,1.0,True
黑龙江,伊春,2020-06-02 18:12:07,0,1,0,0,0.0,False,1,1.0,True
黑龙江,佳木斯,2020-06-02 18:12:07,0,15,0,0,0.0,False,15,1.0,True
澳门,澳门,2020-06-02 18:12:07,0,45,0,0,0.0,False,45,1.0,True
云南,境外输入,2020-06-02 18:12:07,0,11,0,0,0.0,False,11,1.0,True
云南,曲靖,2020-06-02 18:12:07,0,13,0,0,0.0,False,13,1.0,True
云南,德宏州,2020-06-02 18:12:07,0,5,0,0,0.0,False,5,1.0,True
云南,昆明,2020-06-02 18:12:07,0,53,0,0,0.0,False,53,1.0,True
云南,保山市,2020-06-02 18:12:07,0,9,0,0,0.0,False,9,1.0,True
云南,玉溪,2020-06-02 18:12:07,0,14,0,1,0.07139999999999999,False,13,0.9286,True
云南,红河,2020-06-02 18:12:07,0,9,0,0,0.0,False,9,1.0,True
云南,昭通市,2020-06-02 18:12:07,0,25,0,0,0.0,False,25,1.0,True
云南,大理,2020-06-02 18:12:07,0,13,0,0,0.0,False,13,1.0,True
云南,西双版纳州,2020-06-02 18:12:07,0,15,0,1,0.0667,False,14,0.9333,True
云南,文山州,2020-06-02 18:12:07,0,2,0,0,0.0,False,2,1.0,True
云南,普洱,2020-06-02 18:12:07,0,4,0,0,0.0,False,4,1.0,True
云南,楚雄州,2020-06-02 18:12:07,0,4,0,0,0.0,False,4,1.0,True
云南,丽江市,2020-06-02 18:12:07,0,7,0,0,0.0,False,7,1.0,True
云南,临沧,2020-06-02 18:12:07,0,1,0,0,0.0,False,1,1.0,True
西藏,拉萨,2020-06-02 18:12:07,0,1,0,0,0.0,False,1,1.0,True
